,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
43599,FRIEDMAN_SA,2923.12(A)(2),1,8,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43602,DONNELLY_MP,2950.06.F,1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43603,CALABRESE_DR,2950.06.F,1,5,5000.0,PERSONAL,BLACK,2015
43620,ASTRAB_M,2913.03(A),1,2,3500.0,CASH/SURETY/PROPERTY,BLACK,2015
43621,BARKER_PA,2913.03(A),1,2,2000.0,CASH/SURETY/PROPERTY,BLACK,2015
43623,Judge2_NO,2903.11,1,1,100000.0,CASH/SURETY/PROPERTY,BLACK,2015
43625,CLANCY_M,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,HISPANIC,2015
43626,ROOM_A,2923.12,1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43630,ROOM_A,2925.11,1,2,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43631,MCCLELLAND_RC,2903.11(A)(1),1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43633,MCDONNELL_NR,2915.02(A)(2),1,1,1000.0,PERSONAL,WHITE,2015
43635,AMBROSE_D,2921.34.(A)(3),1,8,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43636,SHEEHAN_BJ,2921.34.(A)(3),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43641,CLANCY_M,2925.11(A),1,1,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43642,SUTULA_JD,2911.02(A)(2),1,16,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43643,FRIEDLAND_CB,2913.03(A),1,2,2000.0,CASH/SURETY/PROPERTY,BLACK,2015
43644,ROOM_A,2925.11,1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43645,BARKER_PA,2913.51(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43647,RUSSO_NM,2919.25(A),1,5,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43648,SYNENBERG_J,2919.27(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43652,GALLAGHER_HL,2913.02(A)(2),1,8,5000.0,PERSONAL,BLACK,2015
43654,MATIA_DT,2925.11(A),1,1,1500.0,PERSONAL,WHITE,2015
43655,SAFFOLD_SS,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43657,ASTRAB_M,2925.11(A),1,6,1500.0,PERSONAL,BLACK,2015
43660,SYNENBERG_J,2913.46(B),1,13,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43668,BARKER_PA,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43673,ROOM_A,2963.24,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
43675,SUTULA_KA,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
43677,RUSSO_NM,2921.331(B),1,1,5000.0,PERSONAL,BLACK,2015
43679,GALLAGHER_SM,2903.13(A),1,0,2500.0,PERSONAL,BLACK,2015
43681,Judge2_NO,2911.02,1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43688,MATIA_DT,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43691,CALABRESE_DR,2925.11(A),1,4,1000.0,CASH/SURETY/PROPERTY,WHITE,2015
43693,RUSSO_MJ,2925.11(A),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43696,MCCORMICK_T,2919.25(A),1,2,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43699,MCCORMICK_T,2907.04(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43702,RUSSO_NM,2925.22(A),1,0,1000.0,PERSONAL,WHITE,2015
43703,ROOM_A,2907.06,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43710,MATIA_DT,2913.02(A)(1),1,0,1000.0,PERSONAL,BLACK,2015
43712,FUERST_NA,2925.11(A),1,1,1500.0,PERSONAL,BLACK,2015
43716,MCCORMICK_T,2913.02(A)(3),1,14,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43725,CORRIGAN_PJ,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
43732,DONNELLY_MP,2903.12,1,24,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43736,GALLAGHER_HL,2925.11(A),1,7,1500.0,PERSONAL,BLACK,2015
43738,JACKSON_ME,2913.31(A)(3),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43739,CORRIGAN_BJ,2913.02(A)(1),1,4,2500.0,PERSONAL,WHITE,2015
43740,DONNELLY_MP,2925.11(A),1,3,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43742,AMBROSE_D,2925.03(A)(2),1,2,15000.0,CASH/SURETY/PROPERTY,WHITE,2015
43747,MATIA_DT,2923.16.D(1),1,2,2500.0,PERSONAL,WHITE,2015
43749,ASTRAB_M,2913.02(A)(1),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43750,CORRIGAN_PJ,2921.36(A)(2),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43751,JACKSON_ME,2925.11(A),1,2,1000.0,PERSONAL,WHITE,2015
43753,ROOM_A,2925.03,1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43755,MCCLELLAND_RC,2913.51(A),1,1,2500.0,PERSONAL,WHITE,2015
43773,DONNELLY_MP,2913.51(A),1,8,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43777,SUTULA_KA,2925.11(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43778,GALLAGHER_SM,2913.51(A),1,8,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43786,FRIEDMAN_SA,2921.34.(A)(3),1,14,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43790,RUSSO_NM,2913.02(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43791,CLANCY_M,2919.22(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43795,ROOM_A,2911.02,1,6,,CASH/SURETY/PROPERTY,WHITE,2015
43796,GAUL_D,2925.11(A),1,7,3000.0,CASH/SURETY/PROPERTY,BLACK,2015
43803,MCDONNELL_NR,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2015
43805,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43806,Judge2_NO,2919.25(A),1,2,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43807,Judge2_NO,2919.25(A),1,2,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43809,SUTULA_KA,2913.03(B),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43810,MCDONNELL_NR,2903.11(A)(1),1,1,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
43814,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43815,JACKSON_ME,2913.02(A)(3),1,10,1500.0,PERSONAL,BLACK,2015
43818,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43821,FRIEDLAND_CB,2921.05(A),1,4,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43827,FRIEDMAN_SA,2925.11(A),1,1,1500.0,PERSONAL,WHITE,2015
43828,ROOM_A,2925.11,1,6,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43830,SAFFOLD_SS,2919.21(A)(2),1,4,1500.0,PERSONAL,BLACK,2015
43836,FRIEDMAN_SA,2921.04(B)(1),1,0,2500.0,PERSONAL,BLACK,2015
43837,SUTULA_JD,2921.04(B)(1),1,2,1500.0,PERSONAL,WHITE,2015
43839,WILLIAMS_CC,2925.03(A)(1),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43840,CORRIGAN_PJ,2913.02(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43841,Judge2_NO,2919.25(A),1,3,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43844,CALABRESE_DR,2923.16(B),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43845,CORRIGAN_PJ,2925.11(A),1,0,5000.0,PERSONAL,WHITE,2015
43848,JACKSON_ME,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2015
43851,BARKER_PA,2913.51(A),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43853,AMBROSE_D,2921.12(A)(1),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43858,SHEEHAN_BJ,2919.25(A),1,12,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
43861,ROOM_A,2919.22,1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43868,BARKER_PA,2903.12(A)(1),1,0,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43869,FUERST_NA,2903.13(A),1,5,15000.0,CASH/SURETY/PROPERTY,WHITE,2015
43872,MATIA_DT,2921.38(B),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43880,WILLIAMS_CC,2913.03(A),1,10,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43885,MCDONNELL_NR,2923.12(A)(2),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43887,FUERST_NA,2925.11(A),1,5,1500.0,PERSONAL,BLACK,2015
43895,FUERST_NA,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43897,MCCLELLAND_RC,2911.02,1,13,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43898,MCDONNELL_NR,2913.02(A)(2),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43900,GALLAGHER_SM,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43905,JACKSON_ME,2925.11(A),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43907,ROOM_A,2921.34.(A)(3),1,14,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43920,WILLIAMS_CC,2917.11(A)(1),1,14,2500.0,PERSONAL,BLACK,2015
43922,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43927,ROOM_A,2950.05,1,3,,CASH/SURETY/PROPERTY,BLACK,2015
43934,ROOM_A,2925.03,1,11,,CASH/SURETY/PROPERTY,BLACK,2015
43947,CORRIGAN_BJ,2925.11(A),1,3,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43949,ROOM_A,2917.21,1,0,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
43950,RUSSO_NM,2923.12(A)(2),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43951,BURNSIDE_JR,2919.25(A),1,0,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43952,PROGRAM_D,2923.12(A)(2),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43954,Judge2_NO,2903.11,1,2,,CASH/SURETY/PROPERTY,WHITE,2015
43957,CORRIGAN_PJ,2919.25(A),1,2,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43960,MCDONNELL_NR,2911.02(A)(3),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43962,VILLANUEVA_JA,2925.11(A),1,17,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43963,MATIA_DT,2913.02(A)(1),1,0,1500.0,PERSONAL,WHITE,2015
43966,SYNENBERG_J,2911.02(A)(1),1,1,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43967,GALL_SE,2911.13(A),1,4,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43970,RUSSO_MJ,2907.05(A)(1),1,0,15000.0,CASH/SURETY/PROPERTY,WHITE,2015
43972,SUTULA_KA,2909.05(B)(1)(A),1,0,2500.0,PERSONAL,WHITE,2015
43974,SHEEHAN_BJ,2913.02(A)(1),1,1,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43976,ASTRAB_M,2950.06.F,1,9,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43978,CLANCY_M,2950.06.F,1,10,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43979,ODONNELL_JP,2950.06.F,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43980,Judge2_NO,2919.25,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43985,FRIEDMAN_SA,2911.02(A)(2),1,2,20000.0,CASH/SURETY/PROPERTY,HISPANIC,2015
43988,GALLAGHER_SM,2919.21(B),1,6,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43989,WILLIAMS_CC,2950.06.F,1,1,5000.0,PERSONAL,BLACK,2015
43994,Judge2_NO,2911.12,1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43995,ROOM_A,2913.46(B),1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44001,CORRIGAN_BJ,2923.13(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
44002,ROOM_A,2925.11(A),1,6,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44010,SHEEHAN_BJ,2923.13(A)(2),1,4,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
44016,GALL_SE,2913.02(A)(1),1,5,2500.0,PERSONAL,BLACK,2015
44023,BURNSIDE_JR,2913.03(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44024,SHEEHAN_BJ,2913.51(A),1,1,2500.0,PERSONAL,BLACK,2015
44025,MATIA_DT,2925.11(A),1,10,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44027,ROOM_A,2925.11,1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44031,CALABRESE_DR,2913.51(A),1,4,1500.0,PERSONAL,BLACK,2015
44032,ROOM_A,2909.04,1,16,,CASH/SURETY/PROPERTY,BLACK,2015
44036,CALABRESE_DR,2911.211(A),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44038,MATIA_DT,2913.02(A)(2),1,6,1500.0,PERSONAL,WHITE,2015
44041,AMBROSE_D,2913.02(A)(2),1,3,1000.0,CASH/SURETY/PROPERTY,BLACK,2015
44042,RUSSO_JJ,2925.11(A),1,1,,CASH/SURETY/PROPERTY,WHITE,2015
44046,FUERST_NA,2913.51(A),1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
44049,Judge2_NO,2903.211,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
44053,MASON_L,2925.11(A),1,12,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
44056,CORRIGAN_BJ,2925.11(A),1,3,1500.0,PERSONAL,WHITE,2015
44057,SYNENBERG_J,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
44058,SYNENBERG_J,2919.25(A),1,9,35000.0,CASH/SURETY/PROPERTY,BLACK,2015
44064,ROOM_A,2907.06,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44066,MATIA_DT,2925.11(A),1,1,3500.0,CASH/SURETY/PROPERTY,WHITE,2015
44069,SUTULA_KA,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
44070,SYNENBERG_J,2913.02(A)(1),1,0,2500.0,PERSONAL,WHITE,2015
44071,AMBROSE_D,2913.02(A)(1),1,0,2500.0,PERSONAL,WHITE,2015
44074,ROOM_A,2907.05,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
44075,ROOM_A,2907.05,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
44087,GALL_SE,2913.02(A)(1),1,2,2500.0,PERSONAL,WHITE,2015
44089,CLANCY_M,2911.02(A)(3),1,24,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
44101,MASON_L,2921.34.(A)(3),1,5,15000.0,CASH/SURETY/PROPERTY,WHITE,2015
44103,ROOM_A,2913.46,1,2,,CASH/SURETY/PROPERTY,BLACK,2015
44104,RUSSO_MJ,2903.12(A)(1),1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
44111,MCDONNELL_NR,2923.12(A)(2),1,3,8500.0,CASH/SURETY/PROPERTY,BLACK,2015
44113,RUSSO_NM,2913.51(C),1,1,2000.0,CASH/SURETY/PROPERTY,BLACK,2015
44114,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44115,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44116,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44117,DONNELLY_MP,2903.13(A),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44119,CLANCY_M,2907.02(A)(2),1,0,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
44121,ROOM_A,2907.02,1,6,,CASH/SURETY/PROPERTY,WHITE,2015
44128,ROOM_A,2919.25,1,5,,CASH/SURETY/PROPERTY,BLACK,2015
44130,ROOM_A,2909.02,1,10,,CASH/SURETY/PROPERTY,BLACK,2015
44134,MCDONNELL_NR,2925.11(A),1,5,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44141,FRIEDMAN_SA,2913.03,1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44145,BARKER_PA,2919.25(A),1,4,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
44146,MCCLELLAND_RC,2923.12(A)(2),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44147,ROOM_A,2909.05(B)(1)(A),1,2,,CASH/SURETY/PROPERTY,WHITE,2015
44152,MCCLELLAND_RC,2925.11(A),1,2,1500.0,PERSONAL,BLACK,2015
44159,GAUL_D,2903.13(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44161,RUSSO_MJ,2907.05(A)(1),1,5,5000.0,PERSONAL,BLACK,2015
44164,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2015
44165,ROOM_A,2963.24,1,21,,CASH/SURETY/PROPERTY,BLACK,2015
44166,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44169,MCCORMICK_T,2925.11(A),1,10,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44170,Judge2_NO,2913.46,1,0,,CASH/SURETY/PROPERTY,,2015
44174,ROOM_A,2919.25,1,12,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
44177,SUTULA_KA,2913.51(A),1,19,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44179,JACKSON_ME,2909.05(B)(1)(A),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
44189,ODONNELL_JP,2903.211(A)(1),1,1,2500.0,PERSONAL,OTHER,2015
44190,ROOM_A,2921.34.(A)(3),1,1,,CASH/SURETY/PROPERTY,BLACK,2015
44192,CORRIGAN_BJ,2925.11(A),1,0,1500.0,PERSONAL,BLACK,2015
44193,GAUL_D,2921.34.(A)(3),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44199,CORRIGAN_BJ,2913.03(A),1,34,2500.0,PERSONAL,BLACK,2015
44201,ROOM_A,2923.13,1,6,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
44203,CORRIGAN_BJ,2913.42(A)(1),1,0,1500.0,PERSONAL,BLACK,2015
44207,CORRIGAN_BJ,2913.34(A)(3),1,3,2500.0,PERSONAL,BLACK,2015
44208,ROOM_A,2921.36,1,2,,CASH/SURETY/PROPERTY,WHITE,2015
44211,SUTULA_JD,2925.11(A),1,0,1500.0,PERSONAL,BLACK,2015
44213,SUTULA_KA,2921.34.(A)(3),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44216,MCCORMICK_T,2903.13(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
44220,MASON_L,2913.02(A)(1),1,0,1500.0,PERSONAL,WHITE,2015
44222,BURNSIDE_JR,2913.02(A)(1),1,8,1500.0,PERSONAL,BLACK,2015
44224,GAUL_D,2913.51(A),1,4,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44225,ROOM_A,2919.25(A),1,0,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
44228,FUERST_NA,2925.11(A),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
44229,AMBROSE_D,2913.02(A)(1),1,0,2500.0,PERSONAL,BLACK,2015
44230,WILLIAMS_CC,2925.11(A),1,12,2500.0,PERSONAL,BLACK,2015
44244,WILLIAMS_CC,2911.02(A)(3),1,1,5000.0,PERSONAL,WHITE,2015
44247,SUTULA_KA,2925.11(A),1,5,7500.0,CASH/SURETY/PROPERTY,WHITE,2015
44250,VILLANUEVA_JA,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44251,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44259,ROOM_A,2950.06,1,2,,CASH/SURETY/PROPERTY,BLACK,2015
44260,RUSSO_NM,2911.12(B),1,10,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
44265,GAUL_D,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2015
44271,FUERST_NA,2913.02(A)(1),1,16,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
44279,BARKER_PA,2921.34.(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44280,ROOM_A,2903.22,1,18,,CASH/SURETY/PROPERTY,WHITE,2015
44288,CORRIGAN_BJ,2913.51(A),1,1,5000.0,PERSONAL,WHITE,2015
44289,BURNSIDE_JR,2913.02(A)(1),1,12,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44298,GALLAGHER_SM,2921.32(A)(1),1,0,5000.0,PERSONAL,BLACK,2015
44301,ROOM_A,2913.51,1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44303,MCCLELLAND_RC,2913.51(A),1,9,1500.0,PERSONAL,BLACK,2015
44304,SUTULA_JD,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
44309,SUTULA_KA,2903.14,1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44311,JACKSON_ME,2913.51(A),1,5,10000.0,PERSONAL,WHITE,2015
44313,WILLIAMS_CC,2923.12(A)(1),1,6,5000.0,PERSONAL,BLACK,2015
44314,SUTULA_KA,2913.51(A),1,0,1500.0,PERSONAL,BLACK,2015
44319,ASTRAB_M,2950.05.E(1),1,12,10000.0,PERSONAL,BLACK,2015
44322,GALLAGHER_SM,2950.04.E,1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44326,SAFFOLD_SS,2950.06.F,1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44328,AMBROSE_D,2921.34.(A)(3),1,2,5000.0,PERSONAL,WHITE,2015
44329,RUSSO_JJ,2921.34.(A)(3),1,7,,CASH/SURETY/PROPERTY,BLACK,2015
44333,ASTRAB_M,2913.02(A)(1),1,10,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44339,FRIEDLAND_CB,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
44340,FRIEDMAN_SA,2903.11(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44341,SHEEHAN_BJ,2909.05(B)(1)(B),1,1,1500.0,PERSONAL,WHITE,2015
44343,Judge2_NO,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
44347,ROOM_A,2925.11,1,2,100000.0,CASH/SURETY/PROPERTY,BLACK,2015
44350,MATIA_DT,2925.11(A),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
44352,BURNSIDE_JR,2925.11(A),1,0,1500.0,PERSONAL,HISPANIC,2015
44355,WILLIAMS_CC,2911.02(A)(3),1,4,25000.0,CASH/SURETY/PROPERTY,HISPANIC,2015
44358,ASTRAB_M,2913.51(A),1,0,1500.0,PERSONAL,BLACK,2015
44362,RUSSO_NM,2903.11(A)(1),1,1,100000.0,CASH/SURETY/PROPERTY,BLACK,2015
44367,GALLAGHER_SM,2925.11(A),1,9,7500.0,CASH/SURETY/PROPERTY,BLACK,2015
44375,SYNENBERG_J,2925.11(A),1,7,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44376,CALABRESE_DR,2925.11(A),1,8,2500.0,PERSONAL,WHITE,2015
44381,ROOM_A,2907.02,1,1,,CASH/SURETY/PROPERTY,BLACK,2015
44383,VILLANUEVA_JA,2923.13(A)(3),1,3,5000.0,PERSONAL,WHITE,2015
44384,FUERST_NA,2907.04(B)(2),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44385,FUERST_NA,2907.04(B)(2),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44388,GALLAGHER_SM,2913.02(A)(1),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44391,VILLANUEVA_JA,2921.36(A)(2),1,0,2500.0,PERSONAL,WHITE,2015
44394,FRIEDLAND_CB,2913.02(A)(1),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
44395,MATIA_DT,2913.02(A)(2),1,1,7500.0,CASH/SURETY/PROPERTY,WHITE,2015
44403,ROOM_A,2903.08,1,0,3000.0,CASH/SURETY/PROPERTY,BLACK,2015
44409,Judge2_NO,2903.11,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
44411,ASTRAB_M,2919.21(B),1,9,1500.0,PERSONAL,BLACK,2015
44413,ROOM_A,2919.21,1,1,,CASH/SURETY/PROPERTY,BLACK,2015
44417,ROOM_A,2907.32,1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44428,WILLIAMS_CC,2950.05.F(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44429,ROOM_A,2950.05.E(1),1,0,,CASH/SURETY/PROPERTY,HISPANIC,2015
44439,ASTRAB_M,2913.51(A),1,1,2500.0,PERSONAL,BLACK,2015
44455,ROOM_A,2907.05,1,3,,CASH/SURETY/PROPERTY,BLACK,2015
44456,SYNENBERG_J,2903.12(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44457,CALABRESE_DR,2903.21(A),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44459,ROOM_A,2925.11,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
44460,GAUL_D,2913.03(A),1,4,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44466,ROOM_A,2911.32,1,1,,CASH/SURETY/PROPERTY,WHITE,2015
44468,SUTULA_JD,2913.02(A)(3),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44470,MCDONNELL_NR,2913.02(A)(1),1,1,2500.0,PERSONAL,BLACK,2015
44473,ROOM_A,2925.11,1,4,,CASH/SURETY/PROPERTY,BLACK,2015
44476,FRIEDMAN_SA,2911.12(B),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
44478,ODONNELL_JP,2913.02(A)(3),1,1,1500.0,PERSONAL,WHITE,2015
44479,AMBROSE_D,2903.13(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
44486,ODONNELL_JP,2913.02(A)(1),1,3,7500.0,CASH/SURETY/PROPERTY,BLACK,2015
44491,JACKSON_ME,2925.11(A),1,12,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
44496,FUERST_NA,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
44499,ROOM_A,2907.31,1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
44502,GAUL_D,2913.51(A),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
44505,ROOM_A,2903.11,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
44514,FRIEDMAN_SA,2925.11(A),1,7,2500.0,PERSONAL,BLACK,2015
44518,RUSSO_MJ,2907.04(A),1,0,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
